"","Phylum","Sub Phylum","Class","Order","Family","Species","CommonName","C-value","Chromnum","Method","Celltype","Stdsp","References","References"
"672","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Rivulus urophthalmus","Rivulus","1.50","44.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"673","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Cyprinodontidae","Cyprinodon variegatus variegatus","Sheepshead minnow","1.60","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"674","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus diaphanus diaphanus","Banded killifish","1.51","48.00","FCM","RBC","GD","Dawley, R.M. (1992).  Clonal hybrids of the common laboratory fish Fundulus heteroclitus.  Proceedings of the National Academy of Sciences of the USA 89: 2485-2488.",""
"675","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus","Mud minnow","1.56","","SCF","RBC","GD","Jiminez, A.G. and S.T. Kinsey (2012). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in fishes. Journal of Comparative Physiology B 182: 531-540.",""
"676","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus heteroclitus","Mummichog","1.29","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"677","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus heteroclitus","Mummichog","1.36","","FCM","RBC","GD","Dawley, R.M. (1992).  Clonal hybrids of the common laboratory fish Fundulus heteroclitus.  Proceedings of the National Academy of Sciences of the USA 89: 2485-2488.",""
"678","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus heteroclitus","Mummichog","1.50","48.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"679","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus x F. diaphanus","Hybrid","1.45","48.00","FCM","RBC","GD","Dawley, R.M. (1992).  Clonal hybrids of the common laboratory fish Fundulus heteroclitus.  Proceedings of the National Academy of Sciences of the USA 89: 2485-2488.",""
"680","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus x F. diaphanus (3x)","Hybrid (triploid)","2.17","","FCM","RBC","GD","Dawley, R.M. (1992).  Clonal hybrids of the common laboratory fish Fundulus heteroclitus.  Proceedings of the National Academy of Sciences of the USA 89: 2485-2488.",""
"681","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus majalis","Striped killifish","1.40","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"682","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Fundulidae","Fundulus majalis","Stripped killifish","1.83","","SCF","RBC","GD","Jiminez, A.G. and S.T. Kinsey (2012). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in fishes. Journal of Comparative Physiology B 182: 531-540.",""
"683","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Belonesox belizanus","Top minnow, pike killifish","0.94","48.00","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"684","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Gambusia affinis","Mosquitofish","0.75","","FCM","RBC","GD, HS, V","Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.",""
"685","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Gambusia affinis","Mosquitofish","0.78","","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"686","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Gambusia affinis","Mosquitofish","0.91","","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"687","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Gambusia affinis","Mosquitofish","0.94","48.00","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"688","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Gambusia holbrooki","Eastern mosquitofish","0.86","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"689","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Heterandria bimaculata","Twospot livebearer","0.95","","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"690","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Limia nigrofasciata","Blackbarred limia","0.90","","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"691","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Limia vittata","Cuban limia","0.95","46.00","FD","RBC","RN","Rasch, E.M., R.M. Darnell, K.D. Kallman, and P. Abramoff (1965). Cytophotometric evidence for triploidy in hybrids of the gynogenetic fish, Poecilia formosa. Journal of Experimental Zoology 160: 155-170.",""
"692","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia formosa","Amazon molly","0.75","","FD","RBC","GD","Balsano, J.S., R.M. Darnell, and P. Abramoff (1972). Electrophoretic evidence of triploidy associated with populations of the gynogenetic teleost Poecilia formosa. Copeia 1972: 292-297.",""
"693","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia formosa","Amazon molly","0.80","","FD","RBC","RN","Rasch, E.M., R.M. Darnell, K.D. Kallman, and P. Abramoff (1965). Cytophotometric evidence for triploidy in hybrids of the gynogenetic fish, Poecilia formosa. Journal of Experimental Zoology 160: 155-170.",""
"694","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia formosa","Amazon molly","0.85","","FD","RBC","GD, XL","Monaco, P.J., E.M. Rasch, and J.S. Balsano (1981). Cytophotometric determination of DNA during gametogenesis in male and female molly fishes (Pisces Poeciliidae). Journal of Histochemistry and Cytochemistry 29: 887.",""
"695","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia formosa","Amazon molly","0.86","","FD","RBC","GD","Rasch, E.M., L.M. Prehn, and R.W. Rasch (1970). Cytogenetic studies of Poecilia (Pisces). II. Triploidy and DNA levels in naturally occurring populations associated with the gynogenetic teleost, Poecilia formosa (Girard). Chromosoma 31: 18-40.",""
"696","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia formosa","Amazon molly","0.97","46.00","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"697","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia latipinna","Sailfin molly","0.93","","FD","RBC","GD","Rasch, E.M., L.M. Prehn, and R.W. Rasch (1970). Cytogenetic studies of Poecilia (Pisces). II. Triploidy and DNA levels in naturally occurring populations associated with the gynogenetic teleost, Poecilia formosa (Girard). Chromosoma 31: 18-40.",""
"698","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia latipinna","Sailfin molly","0.96","46.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"699","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia latipinna","Sailfin molly","1.02","","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"700","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia latipunctata","Broadspotted molly","0.88","46.00","FD","RBC","GD","Rasch, E.M., L.M. Prehn, and R.W. Rasch (1970). Cytogenetic studies of Poecilia (Pisces). II. Triploidy and DNA levels in naturally occurring populations associated with the gynogenetic teleost, Poecilia formosa (Girard). Chromosoma 31: 18-40.",""
"701","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia mexicana","Shortfin molly","0.70","","FD","RBC","GD","Balsano, J.S., R.M. Darnell, and P. Abramoff (1972). Electrophoretic evidence of triploidy associated with populations of the gynogenetic teleost Poecilia formosa. Copeia 1972: 292-297.",""
"702","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia mexicana","Shortfin molly","0.88","","FD","RBC","GD","Rasch, E.M., L.M. Prehn, and R.W. Rasch (1970). Cytogenetic studies of Poecilia (Pisces). II. Triploidy and DNA levels in naturally occurring populations associated with the gynogenetic teleost, Poecilia formosa (Girard). Chromosoma 31: 18-40.",""
"703","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia mexicana","Shortfin molly","0.99","46.00","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"704","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia mexicana","Shortfin molly","1.38","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"705","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia reticulata","Guppy","0.77","","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"706","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia reticulata","Guppy","1.00","46.00","FCM","RBC","HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",""
"707","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia sphenops","Guppy","0.93","","FD","RBC","GD","Rasch, E.M., L.M. Prehn, and R.W. Rasch (1970). Cytogenetic studies of Poecilia (Pisces). II. Triploidy and DNA levels in naturally occurring populations associated with the gynogenetic teleost, Poecilia formosa (Girard). Chromosoma 31: 18-40.",""
"708","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poecilia sphenops","Molly","0.85","46.00","FD","RBC","RN","Rasch, E.M., R.M. Darnell, K.D. Kallman, and P. Abramoff (1965). Cytophotometric evidence for triploidy in hybrids of the gynogenetic fish, Poecilia formosa. Journal of Experimental Zoology 160: 155-170.",""
"709","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis 2 monacha-lucida (3x)","Triploid hybrid","1.00","72.00","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"710","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis 2 monacha-lucida (3x)","Triploid hybrid","1.02","","FCM","RBC","OM","Dawley, R.M., J.D. Rupprecht, and R.J. Schultz (1997). Genome size of bisexual and unisexual Poeciliopsis. Journal of Heredity 88: 249-252.",""
"711","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis 2 viriosa-lucida (3x)","Triploid hybrid","1.01","72.00","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"712","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis gracilus","Porthole livebearer","0.82","","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"713","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis latidens","N/A","0.65","48.00","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"714","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis lucida","N/A","0.63","48.00","FCM","RBC","OM","Dawley, R.M., J.D. Rupprecht, and R.J. Schultz (1997). Genome size of bisexual and unisexual Poeciliopsis. Journal of Heredity 88: 249-252.",""
"715","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis lucida","N/A","0.69","","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"716","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha","N/A","0.67","48.00","FCM","RBC","OM","Dawley, R.M., J.D. Rupprecht, and R.J. Schultz (1997). Genome size of bisexual and unisexual Poeciliopsis. Journal of Heredity 88: 249-252.",""
"717","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha","N/A","0.67","","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"718","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha-2 lucida (3x)","Triploid hybrid","0.97","","FCM","RBC","OM","Dawley, R.M., J.D. Rupprecht, and R.J. Schultz (1997). Genome size of bisexual and unisexual Poeciliopsis. Journal of Heredity 88: 249-252.",""
"719","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha-2 lucida (3x)","Triploid hybrid","1.05","72.00","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"720","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha-latidens (2x)","Diploid hybrid","0.65","48.00","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
"721","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha-lucida (2x)","Diploid hybrid","0.66","","FCM","RBC","OM","",""
"722","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Poeciliopsis monacha-lucida (2x)","Diploid hybrid","0.69","48.00","FD","RBC","GD","Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.",""
